analysis_text_policy_note,analysis_text_policy_passed,analysis_text_source,article_url,artifact_count,doi,paper_id,pdf_url,repro_audit_eligible,retrieval_status,source,text_provider,title,track,year
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4371,1,10.36001/phmconf.2025.v17i1.4371,phm-2025-4371,https://papers.phmsociety.org/index.php/phmconf/article/download/4371/phmc_25_4371,True,full_text,phm,pypdf,A Novel 3D Sensing Framework for Safety Monitoring in Human-Robot Collaboration Work Cells,Technical Research Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4370,1,10.36001/phmconf.2025.v17i1.4370,phm-2025-4370,https://papers.phmsociety.org/index.php/phmconf/article/download/4370/phmc_25_4370,True,full_text,phm,pypdf,EV-sim,Technical Research Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4369,1,10.36001/phmconf.2025.v17i1.4369,phm-2025-4369,https://papers.phmsociety.org/index.php/phmconf/article/download/4369/phmc_25_4369,True,full_text,phm,pypdf,MAINTAG - Multi-Agent-based Predictive Maintenance Dataset Tagging System,Technical Research Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4363,1,10.36001/phmconf.2025.v17i1.4363,phm-2025-4363,https://papers.phmsociety.org/index.php/phmconf/article/download/4363/phmc_25_4363,True,full_text,phm,pypdf,Characterizing Surface-damage Progression of Spur Gears with Vibration and Oil Data,Technical Research Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4361,1,10.36001/phmconf.2025.v17i1.4361,phm-2025-4361,https://papers.phmsociety.org/index.php/phmconf/article/download/4361/phmc_25_4361,True,full_text,phm,pypdf,Rethinking RUL Prediction,Technical Research Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4360,1,10.36001/phmconf.2025.v17i1.4360,phm-2025-4360,https://papers.phmsociety.org/index.php/phmconf/article/download/4360/phmc_25_4360,True,full_text,phm,pypdf,Health Monitoring and Drift Detection of Bearing Using Direct Density Ratio Estimation,Technical Research Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4359,1,10.36001/phmconf.2025.v17i1.4359,phm-2025-4359,https://papers.phmsociety.org/index.php/phmconf/article/download/4359/phmc_25_4359,True,full_text,phm,pypdf,Postprocessing of Autoencoder Reconstruction Error for Detection and Diagnostics of Faults in Infrequently-driven Ground Vehicles,Technical Research Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4356,1,10.36001/phmconf.2025.v17i1.4356,phm-2025-4356,https://papers.phmsociety.org/index.php/phmconf/article/download/4356/phmc_25_4356,True,full_text,phm,pypdf,Data-Efficient and Uncertainty-Aware RUL Prediction Using Physics-Informed Neural Networks,Technical Research Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4551,1,10.36001/phmconf.2025.v17i1.4551,phm-2025-4551,https://papers.phmsociety.org/index.php/phmconf/article/download/4551/phmc_25_4551,True,full_text,phm,pypdf,Semantic Framework for IT-OT Integration in Industrial Environments,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4549,1,10.36001/phmconf.2025.v17i1.4549,phm-2025-4549,https://papers.phmsociety.org/index.php/phmconf/article/download/4549/phmc_25_4549,True,full_text,phm,pypdf,An Evaluation Framework for Fault Diagnosis Using Technical Manuals in Retrieval-Augmented Large Language Models,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4415,1,10.36001/phmconf.2025.v17i1.4415,phm-2025-4415,https://papers.phmsociety.org/index.php/phmconf/article/download/4415/phmc_25_4415,True,full_text,phm,pypdf,The Impact of Sensor Faults on Condition Monitoring of a Hydraulic Actuator,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4399,1,10.36001/phmconf.2025.v17i1.4399,phm-2025-4399,https://papers.phmsociety.org/index.php/phmconf/article/download/4399/phmc_25_4399,True,full_text,phm,pypdf,Study on Optimal Design and PHM Methods for New Electrification Systems,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4397,1,10.36001/phmconf.2025.v17i1.4397,phm-2025-4397,https://papers.phmsociety.org/index.php/phmconf/article/download/4397/phmc_25_4397,True,full_text,phm,pypdf,Deep Reinforcement Learning for Airplane Components Failure Prognostics Full Cycle Automation,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4380,1,10.36001/phmconf.2025.v17i1.4380,phm-2025-4380,https://papers.phmsociety.org/index.php/phmconf/article/download/4380/phmc_25_4380,True,full_text,phm,pypdf,IntelliMaint,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4352,1,10.36001/phmconf.2025.v17i1.4352,phm-2025-4352,https://papers.phmsociety.org/index.php/phmconf/article/download/4352/phmc_25_4352,True,full_text,phm,pypdf,Potential of Generative AI in Knowledge-Based Predictive Maintenance for Aircraft Engines,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4343,1,10.36001/phmconf.2025.v17i1.4343,phm-2025-4343,https://papers.phmsociety.org/index.php/phmconf/article/download/4343/phmc_25_4343,True,full_text,phm,pypdf,Digital Twin-based IVHM for Predictive Maintenance,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4336,1,10.36001/phmconf.2025.v17i1.4336,phm-2025-4336,https://papers.phmsociety.org/index.php/phmconf/article/download/4336/phmc_25_4336,True,full_text,phm,pypdf,Development of a Scalable Digital Twin for Tram and Light-rail Infrastructure based on Open Data for Early Prediction of Rail and Track Defects,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4323,1,10.36001/phmconf.2025.v17i1.4323,phm-2025-4323,https://papers.phmsociety.org/index.php/phmconf/article/download/4323/phmc_25_4323,True,full_text,phm,pypdf,RailNet,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4315,1,10.36001/phmconf.2025.v17i1.4315,phm-2025-4315,https://papers.phmsociety.org/index.php/phmconf/article/download/4315/phmc_25_4315,True,full_text,phm,pypdf,"Maintenance, Engineering, and Operational Decision-Making Metrics Derived from Simple Maintenance and Aircraft Datasets",Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4311,1,10.36001/phmconf.2025.v17i1.4311,phm-2025-4311,https://papers.phmsociety.org/index.php/phmconf/article/download/4311/phmc_25_4311,True,full_text,phm,ocr_tesseract,CBM/PBM Operational Performance,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4364,1,10.36001/phmconf.2025.v17i1.4364,phm-2025-4364,https://papers.phmsociety.org/index.php/phmconf/article/download/4364/phmc_25_4364,True,full_text,phm,pypdf,Real-Time Fatigue Risk Assessment of BHA Connectors Using Combined Physics and Data-Driven Approach,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4374,1,10.36001/phmconf.2025.v17i1.4374,phm-2025-4374,https://papers.phmsociety.org/index.php/phmconf/article/download/4374/phmc_25_4374,True,full_text,phm,pypdf,Lifecycle and best practices for predictive maintenance alert lifecycle management.,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4368,1,10.36001/phmconf.2025.v17i1.4368,phm-2025-4368,https://papers.phmsociety.org/index.php/phmconf/article/download/4368/phmc_25_4368,True,full_text,phm,pypdf,Guidance for the Certification and Continued Airworthiness of PHM System for Aviation,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4301,1,10.36001/phmconf.2025.v17i1.4301,phm-2025-4301,https://papers.phmsociety.org/index.php/phmconf/article/download/4301/phmc_25_4301,True,full_text,phm,pypdf,Enhancing Nuclear Safeguards with Time Series Sketching-Based Nuclear Material Loss Tracking,Industry Experience Papers,2025
Final labels were computed from extracted full paper text.,True,full_text,https://papers.phmsociety.org/index.php/phmconf/article/view/4357,1,10.36001/phmconf.2025.v17i1.4357,phm-2025-4357,https://papers.phmsociety.org/index.php/phmconf/article/download/4357/phmc_25_4357,True,full_text,phm,pypdf,Achieving Three Nines for Product Health Data Monitoring Systems,Industry Experience Papers,2025
